rl_loss/qf1_loss,rl_loss/qf2_loss,rl_loss/policy_loss,rl_loss/policy_entropy,rl_loss/alpha,z/env_steps,z/rollouts,z/rl_steps,metrics/total_steps_eval,metrics/return_eval_total,metrics/success_rate_eval,z/time_cost,z/fps
99.4877,100.2764,8.9723,1.1396,1.7872,,,,,,,,
95.7903,96.6013,8.3426,1.1066,1.7862,,,,,,,,
114.2291,112.3376,9.9544,1.1131,1.7909,,,,,,,,
,,,,,29100,434,5872,73.0,-93.4569,0.0,517,56.722
135.8348,130.7799,7.6781,1.1551,1.7916,,,,,,,,
108.5988,110.3423,8.8713,1.1362,1.7877,,,,,,,,
115.3469,112.864,7.8036,1.127,1.7834,,,,,,,,
98.1063,97.1415,8.1171,1.1611,1.7833,,,,,,,,
125.8243,124.8537,9.6373,1.1378,1.7766,,,,,,,,
,,,,,29550,439,5952,86.45,-114.6802,0.0,526,45.9023
109.8578,111.0803,7.9753,1.1324,1.7751,,,,,,,,
80.7818,83.611,8.561,1.1629,1.7726,,,,,,,,
113.0681,111.237,9.8192,1.1264,1.7647,,,,,,,,
85.5506,84.9698,7.6533,1.1388,1.7651,,,,,,,,
135.9639,131.9724,8.6222,1.14,1.7615,,,,,,,,
110.7224,112.0842,7.7264,1.112,1.7584,,,,,,,,
,,,,,30029,445,6048,94.15,-110.6046,0.0,536,49.2303
100.5111,95.4781,8.1373,1.0792,1.7644,,,,,,,,
109.4859,108.5794,6.808,1.1736,1.769,,,,,,,,
99.641,100.9136,7.4372,1.1659,1.7615,,,,,,,,
122.9484,123.0135,7.3486,1.1848,1.7523,,,,,,,,
119.266,118.2081,7.2358,1.0696,1.7459,,,,,,,,
126.9715,126.421,7.7045,1.1627,1.7489,,,,,,,,
,,,,,30586,451,6144,74.25,-112.9892,0.0,545,60.9895
95.5434,96.7199,6.6583,1.1507,1.7448,,,,,,,,
84.905,82.347,7.6245,1.1684,1.7383,,,,,,,,
112.268,113.4945,7.6538,1.1373,1.7308,,,,,,,,
95.5264,96.1384,7.3804,1.1032,1.729,,,,,,,,
129.5199,126.4369,8.1126,1.1084,1.7326,,,,,,,,
,,,,,31042,456,6224,93.0,-117.9177,0.0,556,43.1664
141.2902,137.499,6.6539,1.1244,1.7377,,,,,,,,
96.6761,93.0282,5.7242,1.1391,1.7366,,,,,,,,
107.4396,105.3814,6.746,1.1766,1.7325,,,,,,,,
101.2071,103.7311,7.4338,1.1953,1.7226,,,,,,,,
98.5299,99.0033,5.9838,1.2015,1.7069,,,,,,,,
105.0274,108.3585,6.0872,1.1616,1.6928,,,,,,,,
86.8925,85.9183,5.7633,1.1129,1.6862,,,,,,,,
,,,,,31584,463,6336,104.25,-80.4267,0.0,566,51.5473
79.5486,78.4214,7.227,1.1693,1.6853,,,,,,,,
99.0012,100.8723,6.9376,1.0849,1.6806,,,,,,,,
111.2179,115.9922,6.8108,1.1558,1.6841,,,,,,,,
115.5476,114.2338,7.2073,1.0989,1.6822,,,,,,,,
139.8483,141.5609,6.3119,1.0791,1.6869,,,,,,,,
132.1437,134.1951,6.4259,1.087,1.6968,,,,,,,,
,,,,,32073,469,6432,73.9,-100.9347,0.0,575,56.054
112.3007,115.9902,5.3225,1.15,1.7014,,,,,,,,
114.2621,114.9075,6.0099,1.1076,1.7013,,,,,,,,
106.4369,107.1605,6.3351,1.0927,1.7051,,,,,,,,
107.0246,103.0454,6.0931,1.0311,1.7146,,,,,,,,
90.0823,89.1506,6.2465,1.0652,1.7329,,,,,,,,
,,,,,32532,474,6512,82.95,-102.7574,0.0,584,48.3943
111.9753,113.6268,7.0486,1.0536,1.7488,,,,,,,,
91.6303,95.1226,5.3931,1.1065,1.7623,,,,,,,,
146.7423,143.5922,6.1347,1.1101,1.7689,,,,,,,,
88.9531,85.1552,4.5457,1.1658,1.7714,,,,,,,,
99.0208,99.7009,4.7153,1.1557,1.765,,,,,,,,
,,,,,33025,479,6592,90.45,-72.0634,0.0,594,50.6409
116.2233,112.5478,5.6568,1.1196,1.7588,,,,,,,,
103.2843,102.8039,5.6818,1.164,1.757,,,,,,,,
110.5976,109.3101,4.7694,1.1239,1.7508,,,,,,,,
106.4498,108.403,4.5717,1.0626,1.7544,,,,,,,,
84.4261,86.6971,2.8935,1.1358,1.7639,,,,,,,,
,,,,,33583,484,6672,121.45,-53.9103,0.0,606,46.715
114.7084,117.1711,4.9772,1.1649,1.7623,,,,,,,,
91.6503,90.9725,4.4189,1.1277,1.7547,,,,,,,,
106.3891,108.3039,5.006,1.1106,1.7549,,,,,,,,
104.6369,108.7114,4.7014,1.0898,1.759,,,,,,,,
,,,,,34025,488,6736,66.0,-90.8244,0.0,614,56.3866
101.098,100.896,4.9502,1.081,1.7673,,,,,,,,
99.1195,97.4248,4.161,1.0817,1.7789,,,,,,,,
113.1404,113.7115,5.6419,1.1603,1.7878,,,,,,,,
188.1987,193.0459,6.3308,1.1819,1.7794,,,,,,,,
105.3296,103.2111,4.6314,1.1023,1.7715,,,,,,,,
133.3397,133.4008,5.266,1.1001,1.7751,,,,,,,,
,,,,,34547,494,6832,80.45,-103.6191,0.0,624,53.7659
105.4561,104.6672,4.5921,1.1439,1.7791,,,,,,,,
99.755,102.6695,3.1546,1.1772,1.7739,,,,,,,,
113.8108,114.7335,5.2529,1.1837,1.763,,,,,,,,
88.372,86.5504,3.2599,1.1777,1.7491,,,,,,,,
99.922,102.504,3.1632,1.1209,1.7388,,,,,,,,
133.0204,137.7808,4.3945,1.0896,1.7389,,,,,,,,
95.7781,96.4006,4.1279,1.1229,1.7456,,,,,,,,
,,,,,35044,501,6944,99.35,-56.008,0.0,634,48.955
103.3349,104.3807,3.6317,1.0965,1.749,,,,,,,,
107.8992,107.7791,4.352,1.1588,1.7531,,,,,,,,
132.1396,133.5312,3.7011,1.1813,1.7456,,,,,,,,
102.531,105.5902,2.0413,1.1514,1.7347,,,,,,,,
,,,,,35593,505,7008,110.9,-20.4027,0.0,645,49.1446
80.2339,81.4531,2.6763,1.076,1.7311,,,,,,,,
88.753,89.1912,3.0348,1.1158,1.739,,,,,,,,
139.4975,144.4965,4.0362,1.1564,1.7397,,,,,,,,
104.1541,110.8777,1.6729,1.1265,1.7377,,,,,,,,
98.6938,103.8824,2.6013,1.1775,1.7336,,,,,,,,
135.0145,134.0158,2.7172,1.1178,1.7264,,,,,,,,
,,,,,36087,511,7104,74.55,-107.6699,0.0,654,54.2809
135.6478,140.9056,2.7509,1.1227,1.7264,,,,,,,,
98.8557,100.7505,3.365,1.0817,1.7276,,,,,,,,
101.3034,101.3803,1.687,1.0759,1.7379,,,,,,,,
113.2073,115.2604,1.8607,1.0921,1.7505,,,,,,,,
88.9528,88.8695,3.1868,1.1488,1.7558,,,,,,,,
92.6994,94.0447,1.3851,1.1369,1.7528,,,,,,,,
,,,,,36604,517,7200,77.55,-103.4105,0.0,663,56.7553
113.6357,115.9913,2.3745,1.1356,1.7495,,,,,,,,
89.03,87.7014,3.0406,1.1795,1.7463,,,,,,,,
101.4488,102.3278,1.6647,1.1789,1.7338,,,,,,,,
122.4517,128.3873,3.2089,1.1337,1.7237,,,,,,,,
,,,,,37084,521,7264,128.5,-51.3947,0.0,675,41.8266
83.7134,83.5936,2.0658,1.1127,1.7204,,,,,,,,
99.7671,103.766,2.4532,1.0918,1.7241,,,,,,,,
132.5307,134.1121,1.9865,1.1221,1.7301,,,,,,,,
117.6508,117.1473,3.1114,1.1157,1.7327,,,,,,,,
96.8874,102.8002,1.8673,1.12,1.7336,,,,,,,,
109.6781,110.3965,1.9932,1.167,1.7352,,,,,,,,
,,,,,37563,527,7360,104.85,-45.3409,0.0,686,43.6256
130.4289,130.0997,1.5756,1.1941,1.7244,,,,,,,,
117.1061,111.4554,1.6811,1.0337,1.7174,,,,,,,,
153.0464,160.051,2.0343,1.0126,1.7347,,,,,,,,
84.8578,89.4319,0.6452,1.1292,1.755,,,,,,,,
99.1022,99.3941,1.5204,1.1042,1.7617,,,,,,,,
112.3428,113.961,1.3188,1.1716,1.7617,,,,,,,,
,,,,,38025,533,7456,132.95,-85.9768,0.0,698,36.9655
102.9233,103.5729,0.4752,1.0832,1.7593,,,,,,,,
101.0671,103.2538,1.1647,1.1623,1.7623,,,,,,,,
94.1009,94.3756,1.4949,1.1855,1.7544,,,,,,,,
121.92,121.5167,2.4719,1.1319,1.742,,,,,,,,
96.9489,98.231,0.4444,1.1754,1.7391,,,,,,,,
,,,,,38736,538,7536,103.1,-57.8658,0.0,709,66.4272
124.1776,125.2202,0.3478,1.1599,1.7285,,,,,,,,
124.6746,123.1476,1.2287,1.1241,1.7227,,,,,,,,
111.4022,114.2221,0.166,1.1692,1.7184,,,,,,,,
,,,,,39038,541,7584,227.05,-53.5317,0.0,726,17.8231
133.5317,144.4699,0.6886,1.1732,1.711,,,,,,,,
105.2604,106.6207,-0.3738,1.1502,1.7023,,,,,,,,
89.6723,91.2691,-0.0968,1.1734,1.6942,,,,,,,,
105.245,104.9367,1.0163,1.1105,1.684,,,,,,,,
103.5674,104.204,0.3552,1.1156,1.687,,,,,,,,
105.6768,105.1962,1.6534,1.1159,1.6891,,,,,,,,
,,,,,39520,547,7680,139.15,-103.1762,0.0,738,38.1554
76.2038,77.7391,-0.3522,1.1466,1.6906,,,,,,,,
93.9778,97.5481,0.024,1.1617,1.6864,,,,,,,,
107.3682,106.9037,0.1385,1.1352,1.6807,,,,,,,,
101.2789,105.6521,-0.079,1.153,1.6767,,,,,,,,
127.9839,123.2525,-0.5317,1.1851,1.6676,,,,,,,,
108.8648,108.3795,-0.9026,1.1302,1.6603,,,,,,,,
107.657,105.8461,-0.8615,1.146,1.6551,,,,,,,,
102.902,103.9656,0.2639,1.135,1.6508,,,,,,,,
,,,,,40089,555,7808,99.35,-103.8614,0.0,750,49.6351
143.5075,149.3524,0.5884,1.1273,1.6496,,,,,,,,
97.0249,102.8384,-0.4921,1.1131,1.65,,,,,,,,
139.8424,139.8151,0.5632,1.1155,1.6514,,,,,,,,
164.4046,162.0014,0.1778,1.1155,1.6554,,,,,,,,
125.8848,122.9748,-0.9038,1.1468,1.6571,,,,,,,,
,,,,,40516,560,7888,105.55,-9.0251,0.0,760,40.7493
94.2851,95.5837,-0.7019,1.1264,1.6537,,,,,,,,
89.1676,88.9139,-1.4465,1.1621,1.6512,,,,,,,,
114.5051,116.8457,-0.1319,1.1206,1.6467,,,,,,,,
113.1485,113.4224,-1.3483,1.1541,1.6449,,,,,,,,
98.6477,100.0009,-1.2172,1.1922,1.6369,,,,,,,,
109.763,110.5585,0.3166,1.0897,1.6275,,,,,,,,
,,,,,41148,566,7984,202.25,-85.5625,0.0,777,37.9004
112.6995,114.7521,-0.2393,1.0893,1.6333,,,,,,,,
108.0172,110.5322,-0.5156,1.1072,1.6414,,,,,,,,
117.5434,118.6154,0.1715,1.1164,1.6461,,,,,,,,
131.803,133.1374,-0.8425,1.1234,1.648,,,,,,,,
158.322,161.9474,-0.0121,1.174,1.6466,,,,,,,,
,,,,,41597,571,8064,117.0,-96.6171,0.0,789,37.4356
127.2664,133.4299,-2.5093,1.1409,1.6403,,,,,,,,
95.2628,96.6412,-0.5004,1.1661,1.6332,,,,,,,,
103.2485,103.6408,-1.1636,1.044,1.6285,,,,,,,,
90.4202,90.5057,-1.4231,1.0604,1.6448,,,,,,,,
114.033,116.9016,-1.3981,1.1729,1.6557,,,,,,,,
104.1097,107.9903,-0.6953,1.1563,1.6482,,,,,,,,
,,,,,42025,577,8160,147.8,-92.4697,0.0,803,31.3967
120.4728,122.2239,-1.1116,1.1238,1.6441,,,,,,,,
95.3167,95.944,-1.9821,1.1529,1.6416,,,,,,,,
132.8893,131.8777,-1.9765,1.1471,1.6357,,,,,,,,
108.4987,112.3482,-1.3835,1.1357,1.6319,,,,,,,,
103.0016,104.8328,-3.2312,1.1134,1.6313,,,,,,,,
112.7473,116.111,-1.9313,1.155,1.6303,,,,,,,,
97.8703,98.2442,-2.3546,1.1235,1.6275,,,,,,,,
,,,,,42700,584,8272,115.35,-19.4768,0.0,814,59.6517
101.222,105.2955,-1.0057,1.1375,1.6252,,,,,,,,
86.9985,92.2519,-3.5018,1.1582,1.6219,,,,,,,,
124.7639,125.528,-1.6527,1.0913,1.619,,,,,,,,
111.5616,111.3412,-2.8467,1.0992,1.6248,,,,,,,,
,,,,,43057,588,8336,90.6,-64.915,0.0,823,39.194
121.5596,125.6301,-2.4868,1.1274,1.63,,,,,,,,
124.2687,124.846,-1.8604,1.1078,1.631,,,,,,,,
152.4489,153.3669,-2.1558,1.1171,1.6364,,,,,,,,
157.6238,163.5391,-2.2194,1.185,1.6336,,,,,,,,
112.4753,110.8138,-2.7738,1.0716,1.6283,,,,,,,,
101.4642,102.9188,-3.478,1.1022,1.6351,,,,,,,,
,,,,,43517,594,8432,142.6,-17.187,0.0,836,34.5668
112.2457,114.3833,-3.9615,1.1049,1.6433,,,,,,,,
97.0038,97.5335,-3.4996,1.1566,1.6455,,,,,,,,
107.2433,110.523,-3.8964,1.142,1.6409,,,,,,,,
95.0509,99.3225,-2.6847,1.0959,1.6389,,,,,,,,
109.0433,109.9521,-4.4699,1.0985,1.6439,,,,,,,,
,,,,,44024,599,8512,90.35,-75.5968,0.0,846,54.0063
119.5357,121.4897,-2.4428,1.0958,1.6509,,,,,,,,
144.4347,146.9471,-2.7764,1.1479,1.6573,,,,,,,,
143.2044,147.497,-4.7702,1.1592,1.6539,,,,,,,,
121.3187,126.4456,-4.2749,1.1465,1.6457,,,,,,,,
117.4989,117.0312,-4.5233,1.1174,1.6421,,,,,,,,
,,,,,44552,604,8592,147.0,-67.6609,0.0,859,39.3409
131.9024,135.3959,-3.6033,1.0623,1.6465,,,,,,,,
97.4881,98.386,-6.1952,1.1603,1.6541,,,,,,,,
175.1118,174.6127,-4.7999,1.068,1.6548,,,,,,,,
,,,,,45037,607,8640,170.6,-51.8231,0.0,874,32.7343
113.369,114.2649,-4.2551,1.1034,1.6651,,,,,,,,
135.9906,138.4178,-6.2601,1.1572,1.6682,,,,,,,,
117.9975,114.9163,-5.1186,1.0871,1.6661,,,,,,,,
141.9128,140.7136,-3.9408,1.1153,1.6732,,,,,,,,
127.4213,126.2697,-5.6651,1.1481,1.6757,,,,,,,,
,,,,,45505,612,8720,214.7,-82.4482,0.0,891,28.4627
116.2887,115.8787,-5.1873,1.1361,1.6719,,,,,,,,
117.8436,116.3476,-4.4353,1.1346,1.6685,,,,,,,,
106.6194,103.212,-4.8129,1.1101,1.6684,,,,,,,,
141.4414,141.348,-6.2878,1.0995,1.6723,,,,,,,,
119.6394,120.6369,-5.0076,1.11,1.6794,,,,,,,,
92.5241,92.8669,-4.2787,1.1457,1.6811,,,,,,,,
139.3162,143.112,-6.3988,1.1254,1.6777,,,,,,,,
137.7047,135.3966,-5.3808,1.0788,1.6812,,,,,,,,
,,,,,46015,620,8848,97.45,-76.6397,0.0,901,48.5526
126.2016,129.4769,-5.85,1.109,1.6904,,,,,,,,
96.7744,100.5857,-7.1522,1.1651,1.6935,,,,,,,,
130.7864,131.435,-6.3933,1.1608,1.6861,,,,,,,,
121.0137,114.8234,-5.9806,1.1495,1.6764,,,,,,,,
140.0657,140.1065,-6.9524,1.1089,1.6716,,,,,,,,
110.4671,110.2272,-6.9668,1.094,1.674,,,,,,,,
94.319,93.6409,-6.6443,1.0342,1.6849,,,,,,,,
,,,,,46560,627,8960,226.5,-89.5336,0.0,920,28.2795
118.3273,121.5935,-5.7965,1.0775,1.7062,,,,,,,,
143.4187,142.2291,-6.4808,1.1554,1.718,,,,,,,,
131.6436,131.4645,-7.6444,1.1552,1.7146,,,,,,,,
163.8941,164.4815,-4.6713,1.139,1.7066,,,,,,,,
115.6517,116.8332,-5.9208,1.1317,1.7049,,,,,,,,
,,,,,47079,632,9040,88.6,-72.8976,0.0,930,55.1536
140.3202,142.078,-6.0986,1.1481,1.7013,,,,,,,,
99.1542,101.6969,-7.1093,1.1685,1.6937,,,,,,,,
113.4023,114.9518,-6.3901,1.1013,1.6873,,,,,,,,
128.7484,123.3493,-6.2273,1.1279,1.6899,,,,,,,,
100.5591,103.3952,-7.5542,1.1552,1.689,,,,,,,,
,,,,,47513,637,9120,95.2,-31.5103,0.0,939,44.6494
121.3999,126.8756,-6.5574,1.1779,1.6807,,,,,,,,
121.5293,122.2228,-7.4729,1.1595,1.6687,,,,,,,,
139.4815,137.6375,-7.268,1.1058,1.6623,,,,,,,,
133.1792,129.2424,-6.9421,1.1312,1.6642,,,,,,,,
129.1608,129.0565,-7.9757,1.1286,1.664,,,,,,,,
84.3813,81.6414,-7.7755,1.111,1.6642,,,,,,,,
139.8944,142.8585,-7.3413,1.1176,1.6669,,,,,,,,
,,,,,48115,644,9232,143.1,-43.4323,0.0,953,45.4572
184.9292,187.8625,-5.5035,1.1108,1.6705,,,,,,,,
127.8093,128.6415,-7.4999,1.0949,1.6748,,,,,,,,
148.8612,152.5342,-6.6867,1.1495,1.6798,,,,,,,,
,,,,,48539,647,9280,84.2,-116.579,0.0,961,51.5044
133.8892,133.4861,-7.2801,1.1152,1.6788,,,,,,,,
138.34,138.1522,-7.5361,1.1846,1.6769,,,,,,,,
163.8969,169.5797,-7.0868,1.1022,1.6668,,,,,,,,
166.9984,166.8138,-7.7419,1.0519,1.6749,,,,,,,,
139.7006,141.0261,-7.3615,1.1242,1.6872,,,,,,,,
143.4889,150.1637,-7.6012,1.1118,1.6905,,,,,,,,
,,,,,49010,653,9376,121.9,-45.7153,0.0,973,39.6757
149.4126,154.7734,-7.0568,1.1118,1.6958,,,,,,,,
142.0174,141.0059,-9.2837,1.13,1.6984,,,,,,,,
138.7578,142.9966,-8.2761,1.104,1.7001,,,,,,,,
123.9306,126.7009,-9.5885,1.0921,1.7081,,,,,,,,
138.3165,140.6104,-8.8657,1.1599,1.7132,,,,,,,,
161.4922,164.8777,-8.0292,1.1171,1.7092,,,,,,,,
123.7864,123.5381,-8.9636,1.1333,1.7069,,,,,,,,
,,,,,49542,660,9488,136.75,-77.0145,0.0,986,40.5309
141.385,145.3435,-8.7335,1.0903,1.71,,,,,,,,
120.9749,120.7498,-8.5346,1.1401,1.7164,,,,,,,,
134.6724,134.0543,-9.1228,1.1129,1.7159,,,,,,,,
114.9713,112.5933,-9.179,1.1677,1.7142,,,,,,,,
97.0046,102.2614,-9.0309,1.173,1.7047,,,,,,,,
146.9866,149.4333,-8.4766,1.1521,1.6931,,,,,,,,
104.0601,105.0987,-10.3133,1.1606,1.6844,,,,,,,,
127.9289,126.2337,-9.1131,1.1436,1.6762,,,,,,,,
144.7891,145.2459,-8.9991,1.0729,1.674,,,,,,,,
,,,,,50096,669,9632,137.75,-50.8933,0.0,999,41.8268
173.0088,170.1921,-9.6989,1.1563,1.6818,,,,,,,,
137.8772,137.6176,-9.3525,1.1599,1.6764,,,,,,,,
140.2427,137.5657,-10.3731,1.0853,1.6703,,,,,,,,
141.7205,139.6509,-9.5971,1.1109,1.6786,,,,,,,,
,,,,,50605,673,9696,128.6,-52.0257,0.0,1011,42.9045
122.2738,121.0131,-9.8286,1.1493,1.6829,,,,,,,,
141.2722,141.3862,-8.913,1.1708,1.6757,,,,,,,,
133.3546,131.9723,-9.7306,1.1489,1.665,,,,,,,,
181.6372,183.1775,-10.8751,1.1019,1.6608,,,,,,,,
,,,,,51011,677,9760,169.35,-60.2338,0.0,1025,28.758
146.2835,149.1247,-10.0077,1.1377,1.6644,,,,,,,,
110.8117,114.132,-10.4585,1.1928,1.6582,,,,,,,,
128.0044,129.3784,-9.9764,1.0995,1.6489,,,,,,,,
116.8056,120.16,-10.3589,1.1284,1.6499,,,,,,,,
103.054,101.5789,-10.811,1.0302,1.6551,,,,,,,,
,,,,,51529,682,9840,119.35,-84.1251,0.0,1037,44.8629
98.6403,91.895,-10.4407,1.127,1.6733,,,,,,,,
105.8311,105.4121,-11.056,1.1284,1.6768,,,,,,,,
136.2726,134.4659,-10.186,1.1888,1.6728,,,,,,,,
101.6285,103.307,-10.5688,1.119,1.6624,,,,,,,,
,,,,,52095,686,9904,127.0,-74.0423,0.0,1049,46.2524
132.1659,131.788,-10.6613,1.0735,1.6642,,,,,,,,
135.9212,139.937,-11.3738,1.1076,1.6744,,,,,,,,
109.5271,107.2266,-10.5701,1.1309,1.6795,,,,,,,,
90.3975,93.6496,-11.1551,1.1454,1.6784,,,,,,,,
149.8061,149.8002,-11.2248,1.1088,1.6766,,,,,,,,
,,,,,52585,691,9984,114.55,-36.1929,0.0,1060,45.9472
115.0904,113.1975,-11.9805,1.132,1.6796,,,,,,,,
163.3491,162.4489,-11.1302,1.159,1.6773,,,,,,,,
164.9011,165.8003,-11.4164,1.1557,1.6692,,,,,,,,
110.0482,112.8566,-11.2198,1.1751,1.6601,,,,,,,,
,,,,,53013,695,10048,109.15,-3.6294,0.0,1070,39.9192
141.2554,138.1424,-11.4253,1.1568,1.6481,,,,,,,,
153.2231,157.5213,-11.4284,1.1197,1.6392,,,,,,,,
110.6293,110.4817,-13.0106,1.0656,1.6424,,,,,,,,
113.7108,117.7728,-12.1753,1.0652,1.657,,,,,,,,
156.3605,159.3157,-10.0258,1.0942,1.6725,,,,,,,,
121.9249,121.8955,-11.7076,1.1155,1.6808,,,,,,,,
,,,,,53605,701,10144,130.8,-86.4186,0.0,1084,44.6247
116.3042,119.4083,-12.5035,1.1065,1.6852,,,,,,,,
104.5496,107.736,-12.3958,1.1235,1.6915,,,,,,,,
167.7888,162.5692,-10.7125,1.1531,1.692,,,,,,,,
,,,,,54035,704,10192,93.35,-45.0982,0.0,1092,49.377
113.6506,112.6492,-13.249,1.1208,1.6868,,,,,,,,
172.9183,172.8346,-11.2545,1.0949,1.6888,,,,,,,,
125.1952,125.7179,-12.9053,1.1121,1.695,,,,,,,,
129.9132,133.5135,-12.4511,1.0686,1.704,,,,,,,,
174.0705,165.638,-11.521,1.1665,1.7124,,,,,,,,
123.9008,127.5433,-12.7901,1.1093,1.708,,,,,,,,
136.9096,142.7579,-12.5945,1.1179,1.7108,,,,,,,,
,,,,,54597,711,10304,146.55,-40.3795,0.0,1106,40.9978
139.6276,146.8632,-13.3975,1.1253,1.7117,,,,,,,,
89.7202,95.0851,-12.9589,1.1177,1.7145,,,,,,,,
142.5758,145.1959,-12.9301,1.1662,1.7139,,,,,,,,
125.3256,126.8108,-12.4633,1.1321,1.7047,,,,,,,,
119.9387,120.9628,-13.0229,1.0857,1.706,,,,,,,,
,,,,,55081,716,10384,88.65,-114.0464,0.0,1116,49.1466
156.3115,160.0112,-13.4233,1.1244,1.7144,,,,,,,,
161.3752,172.3263,-13.5674,1.1273,1.716,,,,,,,,
131.7919,129.5594,-13.3834,1.1307,1.7157,,,,,,,,
123.5247,128.4128,-14.1856,1.0661,1.7187,,,,,,,,
106.4273,109.9518,-14.2264,1.06,1.7357,,,,,,,,
99.9929,97.2444,-14.7351,1.1146,1.7502,,,,,,,,
,,,,,55506,722,10480,124.2,-40.6729,0.0,1128,36.2124
112.9301,116.1232,-13.8376,1.15,1.7541,,,,,,,,
117.6978,119.1696,-14.5585,1.1381,1.7503,,,,,,,,
134.7558,133.2892,-13.9184,1.1231,1.7476,,,,,,,,
135.7893,132.5748,-13.4028,1.1044,1.7481,,,,,,,,
157.3318,153.9471,-15.2038,1.1078,1.7554,,,,,,,,
,,,,,56029,727,10560,124.15,-54.7768,0.0,1139,44.8163
121.5925,122.1233,-15.0588,1.1748,1.7561,,,,,,,,
165.0971,174.8908,-14.5934,1.1221,1.7473,,,,,,,,
121.487,125.966,-14.191,1.1203,1.7476,,,,,,,,
169.3309,170.7964,-14.6214,1.1376,1.7482,,,,,,,,
159.4315,162.8317,-13.7457,1.1147,1.7471,,,,,,,,
,,,,,56594,732,10640,183.35,-37.0943,0.0,1155,34.9787
110.6504,113.4726,-14.2691,1.1454,1.748,,,,,,,,
96.3464,96.9735,-15.4729,1.1483,1.7422,,,,,,,,
142.5008,144.5735,-15.4004,1.1298,1.7369,,,,,,,,
158.7057,161.5413,-14.7447,1.0967,1.7373,,,,,,,,
,,,,,57030,736,10704,190.85,-67.345,0.0,1170,28.9999
127.1628,124.9863,-15.5493,1.1091,1.7453,,,,,,,,
127.0209,128.5104,-15.9233,1.1365,1.7475,,,,,,,,
175.4095,175.8657,-15.9747,1.1031,1.7487,,,,,,,,
137.3602,134.9967,-16.4824,1.1787,1.7522,,,,,,,,
142.2283,140.6366,-15.5655,1.1764,1.7378,,,,,,,,
126.1325,127.8632,-16.1579,1.1663,1.7218,,,,,,,,
,,,,,57508,742,10800,107.9,-59.6665,0.0,1181,43.1214
120.2027,124.6571,-15.6321,1.1476,1.7119,,,,,,,,
113.6802,116.6873,-15.5506,1.1273,1.7046,,,,,,,,
147.2539,154.5208,-15.1411,1.1575,1.7025,,,,,,,,
149.4289,149.6527,-16.3907,1.1877,1.6916,,,,,,,,
115.9221,120.6049,-14.935,1.1653,1.6759,,,,,,,,
126.2492,133.6343,-16.4953,1.1352,1.6656,,,,,,,,
,,,,,58015,748,10896,143.7,-64.0143,0.0,1195,38.8481
137.541,141.9094,-15.4151,1.179,1.6604,,,,,,,,
127.1095,131.8419,-15.4937,1.1605,1.6474,,,,,,,,
139.8288,140.0218,-16.8843,1.1309,1.6384,,,,,,,,
143.9512,146.4049,-16.2737,1.1236,1.6361,,,,,,,,
132.3718,136.0473,-16.7068,1.1432,1.6353,,,,,,,,
117.1973,115.0141,-15.2507,1.0982,1.635,,,,,,,,
,,,,,58529,754,10992,150.8,-78.4775,0.0,1208,37.5065
102.9028,99.0396,-16.7837,1.1784,1.6353,,,,,,,,
163.3467,160.0847,-15.9266,1.1553,1.625,,,,,,,,
125.7363,122.6605,-15.8198,1.1083,1.6202,,,,,,,,
138.8102,139.763,-16.1996,1.1103,1.6219,,,,,,,,
149.8448,149.915,-15.9573,1.0717,1.629,,,,,,,,
190.9027,191.2517,-17.1492,1.1135,1.639,,,,,,,,
,,,,,59098,760,11088,128.7,-50.4135,0.0,1222,42.7414
152.3916,150.1348,-14.7457,1.0952,1.6469,,,,,,,,
143.4678,145.461,-15.2452,1.2051,1.6484,,,,,,,,
193.0391,207.6264,-15.9339,1.1687,1.6348,,,,,,,,
154.6451,156.9111,-17.1793,1.1302,1.6237,,,,,,,,
,,,,,59532,764,11152,231.15,-51.9876,0.0,1239,24.2984
153.3457,154.0987,-18.0865,1.0831,1.6232,,,,,,,,
152.2879,151.9437,-16.6188,1.137,1.629,,,,,,,,
148.436,145.2736,-17.2909,1.1115,1.6293,,,,,,,,
134.8152,132.7196,-16.2903,1.1017,1.634,,,,,,,,
,,,,,60090,768,11216,119.3,-38.9152,0.0,1251,50.0177
109.4294,106.7006,-17.724,1.1044,1.639,,,,,,,,
147.6099,157.2742,-17.7222,1.1096,1.6468,,,,,,,,
158.1884,151.2858,-17.1035,1.1165,1.6512,,,,,,,,
129.2442,128.6569,-17.2158,1.0642,1.658,,,,,,,,
,,,,,60515,772,11280,89.2,-37.0986,0.0,1260,44.2799
127.1901,129.0931,-17.9354,1.1069,1.6703,,,,,,,,
142.1686,147.0702,-17.9792,1.0725,1.6805,,,,,,,,
200.3954,207.6696,-17.4233,1.1002,1.6927,,,,,,,,
122.4513,128.7612,-17.9059,1.0885,1.7046,,,,,,,,
96.3348,98.6277,-18.7061,1.1543,1.7109,,,,,,,,
108.8559,110.0055,-17.973,1.1391,1.7081,,,,,,,,
,,,,,61008,778,11376,107.9,-46.151,0.0,1271,43.9669
169.692,168.8282,-18.1571,1.0695,1.7069,,,,,,,,
129.5466,133.3483,-17.9732,1.1121,1.7201,,,,,,,,
141.7907,148.5551,-18.1073,1.1441,1.7224,,,,,,,,
160.3472,161.7877,-19.1374,1.1255,1.719,,,,,,,,
